gene,Deng:KeloidC3_MFB_vs_NSfib,Direder:Keloid_vs_Healthy,Direder:Keloid_vs_NormalScar,Direder:NormalScar_vs_Healthy,Wound:D7_vs_Skin,Wound:D30_vs_Skin,Wound:D7_FBI_vs_Skin
TRIM21,-0.6854084,,,,,,
TRIM22,0.37048188,,,0.5196648,,,
TRIM23,0.2594063,,,,,,
TRIM24,0.4404141,,,,,,
TRIM25,-1.0287435,,,,,,
TRIM26,0.31193593,,,,,,
TRIM27,0.9645463,,,,0.959606,,1.1790797
TRIM28,-0.015092811,,,,,,
TRIM29,-0.28442913,,,,,,
TRIM3,0.25291473,,,0.49911442,,,
TRIM31,0.07246868,,,,,,
TRIM31-AS1,0.0,,,,,,
TRIM32,0.28014815,,,,,,
TRIM33,0.15698881,,,,,,
TRIM34,-19.061613,,,,,,
TRIM35,-0.66886073,,,,,,
TRIM36,0.31956038,,,,,,
TRIM37,-0.06579338,,,,,,
TRIM38,-0.7644033,,,,,,
TRIM39,-0.09543463,,,,,,
TRIM39-RPP21,-17.030014,,,,,,
TRIM4,-0.24395663,,,,,,
TRIM40,0.0,,,,,,
TRIM41,0.5570993,,,,,,
TRIM42,0.0,,,,,,
TRIM43,0.0,,,,,,
TRIM43B,0.0,,,,,,
TRIM44,0.81125325,,,,,,
TRIM45,0.5019356,,,,,,
TRIM46,1.7990242,,,,,,
TRIM47,-1.1341865,,,,,,
TRIM48,0.0,,,,,,
TRIM49,0.0,,,,,,
TRIM49B,0.0,,,,,,
TRIM49C,0.0,,,,,,
TRIM49D1,0.0,,,,,,
TRIM49D2,0.0,,,,,,
TRIM5,0.2613615,,,0.5699966,,,
TRIM50,0.0,,,,,,
TRIM51,18.698242,,,,,,
TRIM52,-0.1114433,,,,,,
TRIM54,0.0,,,,,,
TRIM55,0.0,,,,,,
TRIM56,-0.5616545,,,,,,
TRIM58,19.126818,,,,,,
TRIM59,3.0610738,,,,3.3768058,4.9927535,3.620576
TRIM6,0.6358832,,,,,,
TRIM6-TRIM34,0.0,,,,,,
TRIM60,-16.57322,,,,,,
TRIM61,1.6081653,,,,,,
TRIM62,0.57795763,,,,,,
TRIM63,1.1186746,,,,,,
TRIM64,0.0,,,,,,
TRIM64B,0.0,,,,,,
TRIM64C,0.0,,,,,,
TRIM65,0.45291546,,,,,,
TRIM66,0.43974397,,,,,,
TRIM67,1.2404964,,,,,,
TRIM68,0.41200724,,,,,,
TRIM69,-0.22158767,,,,,,
TRIM7,-0.3380324,,,,,,
TRIM71,-18.87161,,,,,,
TRIM72,-1.5809548,,,,,,
TRIM73,0.65714204,,,,,,
TRIM74,0.0,,,,,,
TRIM75P,0.0,,,,,,
TRIM77,0.0,,,,,,
TRIM8,-0.7305751,,,,,,
TRIM9,0.66445905,,,,,,
TRIML1,-16.104834,,,,,,
TRIML2,-2.8022907,,,,,,
TRIO,1.3361636,0.4826554,,0.54738444,1.4268336,1.3836033,1.8233718
TRIOBP,0.034748685,,,,,,
TRIP10,-1.8428819,,,,,,
TRIP11,0.48548368,,0.32020426,,,,
TRIP12,0.4239805,,,,,,
TRIP13,0.86930853,,,,,,
TRIP4,0.29540524,,,,,,
TRIP6,0.10805336,,0.94831103,,,,
TRIQK,0.010902789,,,,,,
TRIR,-0.046993554,,0.5253413,,,,
TRIT1,-0.50614893,,,,,,
TRMO,-0.11585521,,,,,,
TRMT1,-0.25613704,,,,,,
TRMT10A,0.33505595,,,,,,
TRMT10B,-0.4091702,,,,,,
TRMT10C,-0.407847,,,,,,
TRMT11,-0.6424084,,,,,,
TRMT112,-0.18921916,,0.5107844,,,0.33983284,
TRMT12,-0.46852782,,,,,,
TRMT13,0.10291803,,,,,,
TRMT1L,-0.013012642,,,,,,
TRMT2A,0.677384,,,,,,
TRMT2B,-0.37503037,,,0.87934905,,,
TRMT44,-0.5647291,,,,,,
TRMT5,0.3197476,,,,,,
TRMT6,-0.17202589,,,,,,
TRMT61A,0.54262674,,,,,,
TRMT61B,0.3160252,,,,,,
TRMT9B,-1.2414914,,,,,,
TRMU,1.0778545,,,,1.6196733,1.3363545,1.6358138
TRNAU1AP,0.0649904,,,,,,
TRNP1,-1.3918545,,,,,,
TRNT1,1.3449136,0.89590186,1.5087048,,,1.0365738,
TRO,1.452627,,,,,,
TROAP,1.6317222,,,,,,
TROVE2,0.32033378,27.599941,,27.494211,,,
TRPA1,-1.0097249,,,,,,
TRPC1,-0.39763078,,,,,,
TRPC3,5.03685,,,,,,
TRPC4,0.74880683,,,,,,
TRPC4AP,0.8091527,,,,,,0.983041
TRPC5,-16.225788,,,,,,
TRPC5OS,0.0,,,,,,
TRPC6,-1.6866906,,,,,,
TRPC7,0.0,,,,,,
TRPC7-AS1,0.0,,,,,,
TRPC7-AS2,0.0,,,,,,
TRPM1,-0.7517111,,,,,,
TRPM2,-16.3291,,,,,,
TRPM2-AS,0.0,,,,,,
TRPM3,-1.4088287,,,,,,
TRPM4,1.6460402,,,,,,
TRPM5,-0.063275255,,,,,,
TRPM6,2.0425403,,,,,,
TRPM7,0.54978555,,,,,,
TRPM8,3.569994,,,,,,
TRPS1,0.015125132,,,,,,
TRPT1,0.32152218,,,,,0.7418905,
TRPV1,-1.3685684,,,,,,
TRPV2,-2.8403301,,,,,,
TRPV3,-1.6320887,,,,,,
TRPV4,2.159122,,,,,,
TRPV5,0.0,,,,,,
TRPV6,20.00634,,,,,,
TRRAP,-0.07830705,,,,,,
TRUB1,0.1288663,,,,,,
TRUB2,0.46652684,,,,1.4684721,1.127166,1.5785444
TSACC,-19.735874,,,,,,
TSC1,0.15011969,,,,,,
TSC2,0.62271494,,,,,,
TSC22D1,-0.57292354,0.104756825,,0.23935921,,,
TSC22D1-AS1,0.08942058,,,,,,
TSC22D2,0.10747001,,,0.9941501,,,
TSC22D3,-2.2002223,,,0.4845194,,,
TSC22D4,-0.40080926,,,,,,
TSEN15,0.9148382,0.73344666,,,,,
TSEN2,0.1297383,,,,,,
TSEN34,-0.23143286,,,,0.80927753,,1.0029011
TSEN54,0.9477826,,,,,,
TSFM,0.2871281,,,,1.412692,0.7480666,1.4413533
TSG101,0.18110551,,,,,0.5411675,
TSGA10,-0.5911813,,,,,,
TSGA10IP,2.697545,,,,,,
TSGA13,0.0,,,,,,
TSHB,0.0,,,,,,
TSHR,-1.5180528,,,,,,
TSHZ1,-0.052148025,,,,,,
TSHZ2,0.35826856,0.8956271,,0.90790683,0.86150515,,1.1567144
TSHZ3,0.46618134,,,,,,
TSIX,-22.370024,25.61983,,25.163105,,,
TSKS,-2.6388466,,,,,,
TSKU,1.0944061,0.27866834,0.6147293,,,,
TSLP,-3.9977586,,,,,,
TSN,0.62254304,,,,,0.7802049,
TSNARE1,-0.9035011,,,,,,
TSNAX,0.04514325,,,,,,
TSNAX-DISC1,1.2315927,,,,,,
TSNAXIP1,0.14942203,,,,,,
TSPAN1,-0.37334767,,,,,,
TSPAN10,0.3981712,,,,,,
TSPAN11,-0.6654279,,,,,,
TSPAN12,0.31328237,,,0.8229713,,,
TSPAN13,3.370422,4.0138655,2.7064822,1.3073835,1.8831875,4.2683945,2.4579043
TSPAN14,-0.04687105,,,,,,
TSPAN15,-2.521471,,,,,,
TSPAN16,-18.130552,,,,,,
TSPAN17,1.5454128,,,,2.3785162,,2.640597
TSPAN18,-0.097614996,,,,,,
TSPAN19,-20.8973,,,,,,
TSPAN2,6.7751884,,,,,7.181674,
TSPAN3,0.42235434,0.48916173,0.5380554,,,,
TSPAN31,-0.3178861,,,,,,
TSPAN32,-3.7540329,,,,,,
TSPAN33,-1.0687953,,,,,,
TSPAN4,-1.2573559,,0.31566313,,,,
TSPAN5,1.0678554,,,,1.5942936,,1.7129738
TSPAN6,0.4264483,,,,,,
TSPAN7,2.079995,,,0.6699708,,,
TSPAN8,-4.6266212,,,,,,
TSPAN9,1.7539376,1.1234626,1.4030105,,,1.1507778,
TSPEAR,0.0,,,,,,
TSPEAR-AS1,-18.007633,,,,,,
TSPEAR-AS2,-18.436954,,,,,,
TSPO,0.27949968,0.19787726,1.5812174,,1.0486752,1.1673026,1.310829
TSPO2,0.0,,,,,,
TSPOAP1,-23.01786,,,,,,
TSPOAP1-AS1,-22.46555,,,,,,
TSPY1,0.0,,,,,,
TSPY10,0.0,,,,,,
TSPY2,0.0,,,,,,
TSPY3,0.0,,,,,,
TSPY4,0.0,,,,,,
TSPY8,0.0,,,,,,
TSPYL1,0.012463117,,,,,,
TSPYL2,-0.21066391,0.40744632,,0.5538059,,,
TSPYL4,-0.21608457,,,,,,
TSPYL5,0.84340405,,,,,,
TSPYL6,0.0,,,,,,
TSR1,0.41083404,,,,,,
TSR2,0.116443254,,0.9651698,,,,
TSR3,0.47567683,,1.1427366,,1.7176661,,1.8802114
TSSC4,1.0326312,,1.692419,,,1.1814759,0.921612
TSSK1B,0.0,,,,,,
TSSK2,-16.543804,,,,,,
TSSK3,-0.904462,,,,,,
TSSK4,-15.793432,,,,,,
TSSK6,-19.147867,,,,,,
TST,0.54354733,,,,2.555888,,2.8765235
TSTA3,1.2993727,,1.4950186,,,,
TSTD1,-1.4337524,,,,,,
TSTD2,0.47803867,,,,,,
TSTD3,-0.25186324,,,,,,
TTBK1,2.1045146,,,,,,
TTBK2,-0.08898463,,,,,,
TTC1,0.14719416,,,,,,
TTC12,-2.1945636,,,,,,
TTC13,1.111054,,,,,,
TTC14,-0.0399756,,,,,,
TTC16,-19.070799,,,,,,
TTC17,0.00014075902,,,,,,
TTC19,0.2556807,,,,,,
TTC21A,0.20547485,,,,,,
TTC21B,-0.45954838,,,,,,
TTC22,0.0,,,,,,
TTC23,0.17978697,,,,,,
TTC23L,-20.084103,,,,,,
TTC24,0.0,,,,,,
TTC25,-1.5023876,,,,,,
TTC26,0.36316645,,,,,,
TTC27,0.30699104,,,,,,
TTC28,0.5627064,,,,,,
TTC29,0.0,,,,,,
TTC3,1.6052045,1.0172269,1.077794,,,0.5396748,
TTC3-AS1,0.0,,,,,,
TTC30A,0.082630835,,,,,,
TTC30B,-0.29182303,,,,,,
TTC31,0.3416468,,,,,,
TTC32,-1.5318899,,,,,,
TTC33,-0.13513416,,,,,,
TTC34,-0.55919725,,,,,,
TTC36,-0.76787394,,,,,,
TTC37,1.0244017,,0.31333476,,,,
TTC38,0.4515838,,,,,,
TTC39A,-0.32813537,,,,,,
TTC39A-AS1,0.661957,,,,,,
TTC39B,0.23419507,,,,,,
TTC39C,-0.48947385,,,,,,
TTC39C-AS1,-20.607128,,,,,,
TTC4,-0.119653024,,,,1.0430918,,1.1850153
TTC5,-0.22835962,,,,,,
TTC6,1.9764478,,,,,,
TTC7A,0.18153779,,,,,,
TTC7B,0.15734123,,,,,,
TTC8,0.6496083,,,,,,
TTC9,1.2794473,,,,,,
TTC9B,-1.0390228,,,,,,
TTC9C,-0.05966281,,,,,,
TTF1,0.040088702,,,,,,
TTF2,-0.06293118,,,0.6936618,1.3736136,,1.4349176
TTI1,0.25867474,,,,,,
TTI2,-0.35501572,,,,,,
TTK,2.7063692,,,,,,
TTL,0.6686145,,,,1.0816604,,1.0040517
TTLL1,0.9341371,,,,,,
TTLL10,-18.43811,,,,,,
TTLL10-AS1,-16.565325,,,,,,
TTLL11,-0.20086385,,,,,,
TTLL11-IT1,-17.101778,,,,,,
TTLL12,0.82710916,,,,,,
TTLL13P,0.2374998,,,,,,
TTLL2,0.0,,,,,,
TTLL3,-0.26845953,,,,,,
TTLL4,0.54111564,,,,,,
TTLL5,0.924992,,,,,,
TTLL6,-18.397816,,,,,,
TTLL7,-0.078756176,,,,,,
TTLL8,0.0,,,,,,
TTLL9,-1.0835599,,,,,,
TTN,-0.67357236,,,,,,
TTN-AS1,0.17360707,,,0.5313004,,,
TTPA,-1.4389968,,,,,,
TTPAL,-0.4937409,,,,,,
TTR,-1.9943671,,,,,,
TTTY1,0.0,,,,,,
TTTY10,-18.58547,,,,,,
TTTY11,0.0,,,,,,
TTTY12,0.0,,,,,,
TTTY13,0.0,,,,,,
TTTY14,-0.32333505,,,,,,
TTTY15,0.4707543,24.579197,,25.0821,,,
TTTY16,0.0,,,,,,
TTTY17A,0.0,,,,,,
TTTY17B,0.0,,,,,,
TTTY17C,0.0,,,,,,
TTTY18,0.0,,,,,,
TTTY19,0.0,,,,,,
TTTY1B,0.0,,,,,,
TTTY2,0.0,,,,,,
TTTY20,0.0,,,,,,
TTTY21,0.0,,,,,,
TTTY21B,0.0,,,,,,
TTTY22,0.0,,,,,,
TTTY23,0.0,,,,,,
TTTY2B,0.0,,,,,,
TTTY3,0.0,,,,,,
TTTY3B,0.0,,,,,,
TTTY4,0.0,,,,,,
TTTY4B,0.0,,,,,,
TTTY4C,0.0,,,,,,
TTTY5,0.0,,,,,,
TTTY6,0.0,,,,,,
TTTY6B,0.0,,,,,,
TTTY7,0.0,,,,,,
TTTY7B,0.0,,,,,,
TTTY8,0.0,,,,,,
TTTY8B,0.0,,,,,,
TTTY9B,0.0,,,,,,
TTYH1,-0.19609493,,,,,,
TTYH2,-0.8654967,,,,,,
TTYH3,2.9386363,2.718791,1.9000202,0.8187708,1.6314826,1.9870423,2.014168
TUB,0.29824966,,,0.89544326,,,
TUBA1A,0.29127347,0.8772939,1.127854,,,1.6227134,
TUBA1B,0.079594344,0.39524722,0.46437266,,1.3001723,,1.3809533
TUBA1C,0.84876746,1.4982882,1.4034073,,2.3367186,1.8644683,2.6426625
TUBA3C,0.0,,,,,,
TUBA3D,0.0,,,,,,
TUBA3E,0.0,,,,,,
TUBA4A,-1.9863355,,,,,,
TUBA4B,-16.325218,,,,,,
TUBA8,-2.034718,,,,,,
TUBAL3,0.0,,,,,,
TUBB,0.2462017,0.45554385,0.6473892,,0.80420834,0.35696724,0.8074753
TUBB1,2.9046955,,,,,,
TUBB2A,0.21194041,0.59429014,0.2200735,0.37421662,,,
TUBB2B,0.7671969,2.06542,,2.4071245,,,1.3951343
TUBB3,0.58393294,,,,3.680096,3.292387,4.0503674
TUBB4A,-2.6513572,,,,,,
TUBB4B,-1.1367333,,,0.28608596,,,
TUBB6,0.73853415,0.3873535,1.0755968,,1.2132465,1.3532351,1.3049856
TUBB8,0.320336,,,,,,
TUBB8P12,0.0,,,,,,
TUBD1,-0.8554861,,,,,,
TUBE1,-0.14585395,,,,,,
TUBG1,1.0824747,,,,2.2074351,,2.0926762
TUBG2,-0.24930762,,,,,,
TUBGCP2,0.16370158,,,,0.86639315,0.5687301,0.95080686
TUBGCP3,-0.42002115,,,,,,
TUBGCP4,-0.30316687,,,,,,
TUBGCP5,0.3731762,,,,,,
TUBGCP6,-0.06185287,,,0.5701126,,,
TUFM,0.04001739,,1.0928488,,1.1469471,0.6843271,1.3143332
TUFT1,-0.012060893,,,0.7976943,,,
TULP1,-19.892004,,,,,,
TULP2,-19.962433,,,,,,
TULP3,0.03770836,,,,,,
TULP4,0.6186814,,,,,,
TUNAR,0.0,,,,,,
TUSC1,-0.03786493,,0.654118,,,,
TUSC2,0.11480573,,,,,,
TUSC3,0.06254768,,,,,,
TUSC7,0.0,,,,,,
TUSC8,19.742126,,,,,,
TUT1,-0.051023547,,,,,,
TUT4,-0.061338942,,,,,,
TUT7,0.8716521,,,0.15677278,,,
TVP23A,-0.8056643,,,,,,
TVP23B,0.63527215,,,,,,
TVP23C,0.80050737,,,,,,
TVP23C-CDRT4,0.19269064,,,,,,
TWF1,1.0082783,0.36180848,0.6772262,,0.910083,0.49739823,0.88943386
TWF2,1.0854427,0.80792236,1.623596,,1.630706,1.7197677,1.9133927
TWIST1,-1.5166423,,,,,,
TWIST2,-1.0256537,,0.37796435,,,,
TWISTNB,-2.0898688,,,,,,
TWNK,-0.20982772,,,,,,
TWSG1,0.05655289,0.31532025,,0.3275319,,,
TXK,0.54299265,,,,,,
TXLNA,0.6606935,,,,,,
TXLNB,0.18039733,,,,,,
TXLNG,-1.9291737,,,,,,
TXN,-0.5621784,,,,0.51809627,,
TXN2,0.013301208,0.6209307,0.9376574,,1.1607891,0.9937076,1.3034291
TXNDC11,0.48603404,,,,,,
TXNDC12,0.5795898,0.62536854,0.7259133,,1.0946115,1.1841456,1.1731243
TXNDC12-AS1,18.83216,,,,,,
TXNDC15,0.48515576,0.2840812,0.72924584,,,0.6964731,
TXNDC16,-0.35419044,,,,,,
TXNDC17,1.281456,0.5538677,1.6346548,,2.4294994,2.0693038,2.5918243
TXNDC2,1.2001777,,,,,,
TXNDC5,0.5530978,,,,1.801683,0.8552894,2.211086
TXNDC8,0.0,,,,,,
TXNDC9,1.3599325,0.5680911,1.6109158,,1.4195472,1.7418569,1.4691973
TXNIP,-1.5186226,,,0.24990147,,,
TXNL1,0.43246153,,1.1457045,,,,
TXNL4A,1.3239731,1.5320941,2.1116354,,2.1118727,1.093631,2.4383893
TXNL4B,-0.20670669,,,0.6959897,,,
TXNRD1,-0.47744927,,,,,,
TXNRD2,-0.2315254,,,,,,
TXNRD3,1.1929929,,,,,,
TXNRD3NB,0.0,,,,,,
TXNRD3NB-1,0.0,,,,,,
TYK2,0.6163452,,,,,,
TYMP,0.33191505,,0.43674582,,,,
TYMS,2.500252,,,0.8910055,4.59471,,3.9336092
TYR,0.88448656,,,,,,
TYRO3,-0.39843643,,,,,,
TYROBP,1.2081687,,,,,,
TYRP1,0.53772324,,,,,,
TYSND1,-0.23687115,,,,,,
TYW1,-0.021040568,,,,,,
TYW1B,-1.4677949,,,,,,
TYW3,-0.173207,,,,,,
TYW5,0.13921203,,,,,,
U2AF1,0.22495009,,,,,,
U2AF1L4,0.15334031,,,,,,
U2AF1L5,0.47117034,,,,,,
U2AF2,0.41639227,,,,,,
U2SURP,0.27414665,,,,,,
U47924.1,-17.646805,,,,,,
U47924.2,1.3250206,,,,,,
U47924.3,-0.8173312,,,,,,
U51244.1,0.0,,,,,,
U52111.1,0.0,,,,,,
U52112.2,0.0,,,,,,
U62317.2,-16.427345,,,,,,
U62317.3,1.0502388,,,,,,
U62317.4,18.190813,,,,,,
U62317.5,-22.438414,,,,,,
U73166.1,0.26168156,,,,,,
U91319.1,0.0,,,,,,
U91324.1,-16.625301,,,,,,
U91328.1,-0.60213345,,,,,,
U91328.2,0.0,,,,,,
U91328.3,0.43617183,,,,,,
U95743.1,0.0,,,,,,
UACA,0.12501152,0.53765017,,0.57802093,,,
UAP1,-1.3203341,,,,,,
UAP1L1,1.4112055,,,,,,
UBA1,0.46518937,0.30208036,,,,,0.9073671
UBA2,0.36458203,,,,,,
UBA3,0.7658672,,,,,,
UBA5,1.1079144,,0.8647002,,,0.5673934,0.88328236
UBA52,-0.23417966,,,-0.120692186,0.5580811,,0.64054906
UBA6,0.772625,,,0.6645469,,,
UBA6-AS1,0.6436351,,,,,,
UBA7,-0.5859824,,,,,,
UBAC1,0.23205061,,,,0.9268896,,0.9021919
UBAC2,0.13970095,,,,,,
UBAC2-AS1,-0.93153375,,,,,,
UBALD1,1.0306029,,,,,,
UBALD2,-0.09196023,,,0.4584606,1.3404953,,1.2627062
UBAP1,-0.5300895,,,,,,
UBAP1L,0.55164397,,,1.5777334,,,
UBAP2,0.45463315,,,,0.81941164,,0.99795496
UBAP2L,0.83499604,,,,,,
UBASH3A,-16.638832,,,,,,
UBASH3B,-0.6439285,,,,,,
UBB,-0.3002842,,0.5932567,,,,
UBC,-1.0477393,,,,,,
UBD,-6.297603,,,,,,
UBE2A,0.13987349,,0.3556404,,,,
UBE2B,-0.36720097,,0.24402739,,,,
UBE2C,2.079562,,,,,,
UBE2D1,-0.477172,,,,,,
UBE2D2,0.1253642,,0.5038501,,,,
UBE2D3,-0.1025537,,,,,,
UBE2D4,-0.18944699,,,,,,
UBE2E1,0.5682063,,0.95769006,,,,
UBE2E1-AS1,0.9907135,,,,,,
UBE2E2,1.3177326,0.9823793,0.54178905,0.44059026,,0.71164745,0.862469
UBE2E2-AS1,-0.018253867,,,,,,
UBE2E3,0.18986776,0.57355964,0.9330029,,,,
UBE2F,0.69536656,,,,0.76253504,0.78239083,0.877369
UBE2F-SCLY,0.0,,,,,,
UBE2G1,0.50138295,,,0.44534102,,,
UBE2G2,0.6311997,,,,,,
UBE2H,0.5785651,,0.26163715,,,,
UBE2I,-0.06444064,,0.6900987,,0.8269419,0.5203108,0.85531175
UBE2J1,1.2109863,0.2295559,0.5828384,,,,
UBE2J2,0.4971148,,,,1.3672473,,1.4993317
UBE2K,0.77712,,,,,,
UBE2L3,0.6701186,0.09478015,0.94282156,,1.3501024,1.1196562,1.4573184
UBE2L5,-0.39226907,,,,,,
UBE2L6,-0.35602373,1.0555243,,0.40374961,0.8701889,0.8911476,0.8777279
UBE2M,0.75358826,0.2549394,1.0102807,,3.1184611,0.8031811,3.1410878
UBE2N,0.34176093,0.14796036,,,,,
UBE2O,0.56654996,,,,,,
UBE2Q1,0.8056442,,,,0.7961789,,0.8900933
UBE2Q1-AS1,-15.9439,,,,,,
UBE2Q2,0.9332604,,0.60664606,,,,
UBE2Q2L,-0.87633455,,,,,,
UBE2QL1,0.87250507,,,,,,
UBE2R2,-0.2528891,,,,,,
UBE2R2-AS1,2.5051994,,,,,,
UBE2S,-0.97103196,0.24498823,0.20873016,,0.9783522,,
UBE2T,1.0083864,,,,3.7375383,,
UBE2U,-0.03382801,,,,,,
UBE2V1,0.5346978,,,,0.9321668,0.5136812,1.0567924
UBE2V2,1.2080866,0.5501523,1.323181,,1.3332609,1.3135369,1.4528774
UBE2W,0.08867066,,,,,,
UBE2Z,0.8192829,,,,,,
UBE3A,0.08096956,,,,,,
UBE3B,0.58590823,,,,,,
UBE3C,0.8480712,,,,,,
UBE3D,-0.5136382,,,,,,
UBE4A,0.5346625,,,,,,
UBE4B,-0.32711905,,,,,,
UBFD1,1.2960668,0.4366748,,,1.1775641,,1.4591674
UBIAD1,0.048837684,,,,,,
UBL3,0.02281611,,,,,,
UBL4A,0.31816387,,,,,,
UBL4B,-1.4391947,,,,,,
UBL5,0.79144007,0.23116313,0.82934624,,0.8501384,0.6584835,0.99638635
UBL7,0.7197054,,,,,1.1264501,
UBL7-AS1,-0.11779931,,,,,,
UBLCP1,1.0643591,0.38325775,,,,0.9966268,
UBN1,0.8355456,,,,,,
UBN2,0.3912182,,,0.25264886,,,
UBOX5,0.17375946,,,,,,
UBOX5-AS1,0.0,,,,,,
UBP1,1.2732728,0.56537324,,0.4959362,,,0.8972948
UBQLN1,0.2940201,,,,,,
UBQLN2,0.1956893,,,,,,
UBQLN3,0.0,,,,,,
UBQLN4,0.6196524,,,,,,
UBQLNL,0.9499343,,,,,,
UBR1,-0.7625152,,,0.57901514,,,
UBR2,-0.2106439,,,,,,
UBR3,0.38934577,,,,,,
UBR4,0.012024642,,,0.50631225,,,
UBR5,0.35310173,,,,,,
UBR5-AS1,0.34628806,,,,,,
UBR7,0.34369868,,,,,,
UBTD1,1.9267596,1.0028341,,,1.4341666,0.93521255,1.6198169
UBTD2,0.2670205,0.4395699,,0.3038519,,,
UBTF,0.5179094,0.3736244,,,,,
UBTFL1,0.0,,,,,,
UBXN1,-0.78596526,,,,,,
UBXN10,-0.4211518,,,,,,
UBXN10-AS1,-2.0205839,,,,,,
UBXN11,-1.1261545,,,,,,
UBXN2A,-0.21610296,,,,,,
UBXN2B,0.55208856,,,,,,
UBXN4,0.49800947,,0.7289703,,,0.5054948,
UBXN6,0.56226605,,0.75852203,,,0.47653916,
UBXN7,0.033922702,,,,,,
UBXN7-AS1,0.0,,,,,,
UBXN8,0.93845,,,,,,
UCA1,0.0,,,,,,
UCHL1,1.6675246,1.6259556,1.0374568,0.5884989,2.2893693,2.3075826,2.6537287
UCHL1-AS1,-16.999527,,,,,,
UCHL3,1.3009424,0.69279677,1.6556895,,1.9608307,1.8054212,2.2368567
UCHL5,0.43765074,,,,,,
UCK1,0.13317324,,,,,,
UCK2,1.3099647,,,,1.0159978,,1.0245916
UCKL1,-0.09268497,,,,,,
UCKL1-AS1,-0.99640876,,,,,,
UCMA,-18.829855,,,,,,
UCN,1.1727909,,,,,,
UCN2,3.7355638,,,,,,
UCN3,0.0,,,,,,
UCP1,-18.66091,,,,,,
UCP2,-0.92224514,,,,,,
UCP3,0.23764636,,,,,,
UEVLD,0.64386356,,,,,,
UFC1,0.5009054,0.28366527,1.1101027,,1.0170609,1.3685886,1.2639523
UFD1,0.64221925,0.26321676,1.2181218,,1.1977785,1.0300964,1.2240366
UFL1,0.3622519,0.43907613,0.7448161,,,0.5568656,
UFL1-AS1,-16.302906,,,,,,
UFM1,0.94731355,0.31273827,0.4893256,,,,
UFSP1,2.4721684,,,,,,
UFSP2,0.34799296,,,,,,
UGCG,-0.9888815,,,0.5733,,,
UGDH,0.20601915,,,,0.8304079,0.46621487,1.0281647
UGDH-AS1,-0.1248534,,,,,,
UGGT1,0.66066384,,,,0.8877998,,0.9454586
UGGT2,0.7147483,,,,,,
UGP2,0.15359952,,,,,,
UGT1A1,0.0,,,,,,
UGT1A10,0.0,,,,,,
UGT1A3,0.0,,,,,,
UGT1A4,0.0,,,,,,
UGT1A5,0.0,,,,,,
UGT1A6,-15.721189,,,,,,
UGT1A7,-17.360653,,,,,,
UGT1A8,0.0,,,,,,
UGT1A9,0.0,,,,,,
UGT2A1,0.0,,,,,,
UGT2A2,0.0,,,,,,
UGT2A3,0.0,,,,,,
UGT2B10,0.0,,,,,,
UGT2B11,3.4751205,,,,,,
UGT2B15,0.0,,,,,,
UGT2B17,-15.941663,,,,,,
UGT2B28,0.0,,,,,,
UGT2B4,0.0,,,,,,
UGT2B7,0.0,,,,,,
UGT3A1,0.0,,,,,,
UGT3A2,-2.564247,,,,,,
UGT8,-16.323198,,,,,,
UHMK1,0.65518284,,,,,,
UHRF1,1.1928588,,,,4.5832,,
UHRF1BP1,0.55955696,,,,,,
UHRF1BP1L,0.6327765,,,,,,
UHRF2,0.76069015,,,0.36137947,,,
UIMC1,0.10357661,,,,,,
ULBP1,0.7844549,,,,,,
ULBP2,1.8655431,,,,,,
ULBP3,-19.810465,,,,,,
ULK1,-0.0029687532,,,,,,
ULK2,0.6675256,,,0.34823155,,,
ULK3,0.75762767,,,0.78172255,,,
ULK4,0.54777753,,,,,,
UMAD1,-0.2317266,,,,,,
UMOD,0.0,,,,,,
UMODL1,4.459833,,,,,,
UMPS,0.8845278,,,,,,
UNC119,0.6379864,,,,,,
UNC119B,0.5287915,,,,,,
UNC13A,-3.3393967,,,,,,
UNC13B,-0.08491244,,,,,,
UNC13C,-1.388865,,,,,,
UNC13D,0.2409956,,,,,,
UNC45A,0.36423588,,,,,,0.8116247
UNC45B,0.0,,,,,,
UNC50,0.008548231,,0.8329718,,,,
UNC5A,0.0,,,,,,
UNC5B,2.741772,0.69546646,1.4418111,,,,
UNC5B-AS1,1.2181522,,,,,,
UNC5C,3.7129397,,,,,,
UNC5CL,0.79637897,,,,,,
UNC5D,2.279674,,,,,,
UNC79,-0.61146057,,,,,,
UNC80,0.0,,,,,,
UNC93A,0.0,,,,,,
UNC93B1,-0.30885062,,,,,,
UNCX,0.0,,,,,,
UNG,-0.57035065,,,,,,
UNK,0.14261584,,,,,,
UNKL,-1.1063039,,,,,,
UPB1,-0.26251698,,,,,,
UPF1,0.08181413,,,,,,
UPF2,0.2765387,,,0.2851428,,,
UPF3A,-0.02746738,,,,,,
UPF3B,-0.30331117,,,,,,
UPK1A,1.6276449,,,,,,
UPK1A-AS1,-16.80489,,,,,,
UPK1B,-17.067745,,,,,,
UPK2,-0.906095,,,,,,
UPK3A,-2.3912127,,,,,,
UPK3B,-18.482952,,,,,,
UPK3BL1,0.21251428,,,,,,
UPP1,-0.65941983,,,,1.469915,,1.3313373
UPP2,-18.117416,,,,,,
UPRT,0.017206656,,,,,,
UQCC1,0.608735,,,,,,
