gene,score,logfc,pval,padj,pct_grp,pct_ref,delta_pct
ARHGAP1,27.37199,1.52041,5.911962655987578e-165,2.214716818926769e-163,0.8487584650112867,0.30715613382899626,0.5416023311822904
NUDT22,27.362576,1.6099638,7.652079834765151e-165,2.863661778654443e-163,0.7516930022573364,0.17425650557620817,0.5774364966811282
MAGOHB,27.361853,1.7112668,7.804966539122418e-165,2.917893517179576e-163,0.7387133182844243,0.17100371747211895,0.5677096008123054
DCBLD2,27.356007,1.605393,9.16088539515736e-165,3.4213102598240755e-163,0.8284424379232506,0.2843866171003718,0.5440558208228787
MARCKS,27.35415,0.97532725,9.638294887491588e-165,3.595938765363834e-163,0.9892776523702032,0.8912639405204461,0.09801371184975705
EPN1,27.35374,1.4141638,9.747295451915456e-165,3.6329023782088156e-163,0.8955981941309256,0.34526022304832715,0.5503379710825984
TBC1D1,27.351135,1.9614885,1.0468152991496245e-164,3.897603250140005e-163,0.6896162528216704,0.13894052044609664,0.5506757323755738
NEXN,27.339329,2.2601848,1.4463728394988121e-164,5.3743396878839105e-163,0.6337471783295711,0.09990706319702602,0.533840115132545
ZNF787,27.335081,2.3008158,1.6246983357626269e-164,6.030827493804477e-163,0.618510158013544,0.08085501858736059,0.5376551394261835
CHID1,27.332037,1.3760326,1.7658515809193884e-164,6.548142640491349e-163,0.9113995485327314,0.37035315985130113,0.5410463886814303
FKBP14,27.329872,1.3429079,1.8736975542193506e-164,6.941025352674923e-163,0.9328442437923251,0.48141263940520446,0.45143160438712066
KRT16,27.329815,4.03103,1.8766035869872846e-164,6.944761504927666e-163,0.5321670428893905,0.01858736059479554,0.513579682294595
CIAO2B,27.30831,1.1494838,3.379586486344135e-164,1.249422882830256e-162,0.9650112866817155,0.6045539033457249,0.36045738333599064
PHB,27.304459,1.179239,3.754844314648794e-164,1.3867538033919864e-162,0.9565462753950339,0.5971189591078067,0.35942731628722724
RPN1,27.294647,1.2734563,4.9098626002024034e-164,1.811501725477903e-162,0.940744920993228,0.491635687732342,0.44910923326088603
SND1,27.261377,1.3870285,1.2182589379103768e-163,4.490259529458186e-162,0.9029345372460497,0.370817843866171,0.5321166933798787
UBE2J2,27.244572,1.4993317,1.9271148098805893e-163,7.088683622274329e-162,0.8132054176072234,0.23559479553903345,0.57761062206819
GMPPA,27.214417,1.8355813,4.3852609422031767e-163,1.6114513100867096e-161,0.7014672686230248,0.14405204460966542,0.5574152240133594
SSX2IP,27.214317,2.3524046,4.3971200091503733e-163,1.6141884888154832e-161,0.6258465011286681,0.09479553903345725,0.5310509620952109
RPL36,27.16597,0.4307495,1.6400506329587246e-162,6.002585316628932e-161,0.9960496613995485,0.9981412639405205,-0.0020916025409719596
MTDH,27.155323,1.036772,2.190835667253749e-162,8.002453634878964e-161,0.9892776523702032,0.7983271375464684,0.1909505148237347
SMARCC1,27.153793,1.4682285,2.2838415603455127e-162,8.3338585352588e-161,0.8656884875846501,0.3243494423791822,0.5413390452054679
