gene,k_mean,n_mean,delta,log_ratio,specificity,cohens_d,zsum,borda_rank
SCAF4,0.018317392,0.025830008,-0.007512616,-0.47394714,0.41491437,-0.07124117,-0.72785616,24281
ITPKB,0.01677291,0.023895657,-0.0071227476,-0.48621422,0.41242933,-0.052888308,-0.74628085,24281
CFAP53,0.00017005784,0.0014770838,-0.0013070259,-1.0820627,0.10324415,-0.052561622,-1.7457789,24284
VDAC2,0.10170426,0.12553969,-0.023835428,-0.3010939,0.4475554,-0.11782145,-0.55452573,24285
PIM2,0.0026463158,0.005210574,-0.002564258,-0.76828706,0.33681464,-0.039930828,-1.2050549,24285
RMDN3,0.0076571596,0.012164124,-0.0045069647,-0.6046459,0.38630992,-0.08668842,-0.9333102,24287
FGF14-AS2,0.003173331,0.00596623,-0.0027928988,-0.7391788,0.3472082,-0.075163394,-1.1557856,24288
PCBD1,0.17190266,0.20737678,-0.03547412,-0.26923448,0.45323485,-0.08451347,-0.5913451,24288
AGFG2,0.0025156266,0.005027122,-0.0025114953,-0.7776874,0.33351585,-0.043901928,-1.221134,24290
TADA1,0.005767216,0.009627827,-0.0038606115,-0.6512124,0.3746151,-0.04272335,-1.0098939,24290
RYK,0.025875112,0.035235874,-0.009360762,-0.43114787,0.4234118,-0.09466571,-0.6674608,24292
RPRD1A,0.006581771,0.010718357,-0.0041365856,-0.6281634,0.3804463,-0.075300306,-0.97163707,24293
ESF1,0.011049284,0.016631594,-0.0055823103,-0.5492155,0.39916664,-0.11343097,-0.84458673,24294
POLD2,0.008878596,0.013809242,-0.004930646,-0.5841199,0.39133722,-0.089126326,-0.9006587,24295
DPH5,0.007972247,0.01258941,-0.004617163,-0.5989416,0.3877239,-0.061777994,-0.9241761,24296
SNRNP200,0.042541202,0.055516742,-0.01297554,-0.3762971,0.4338374,-0.07015998,-0.5999894,24297
FAM83C,1.8604407e-05,0.0012489391,-0.0012303346,-1.1426506,0.014677517,-0.04440242,-1.8515122,24297
PRMT5-AS1,0.00029655825,0.0016860453,-0.0013894871,-1.0507966,0.14958012,-0.079583906,-1.6915574,24299
C19orf25,0.025571477,0.034886207,-0.009314731,-0.43355092,0.42296487,-0.076741405,-0.67131186,24300
SHPRH,0.0071517923,0.011506969,-0.004355177,-0.6175431,0.38329402,-0.061860565,-0.954738,24301
RPS2,0.30298114,0.35862687,-0.055645734,-0.24251904,0.45794663,-0.22135547,-0.7051851,24302
ACYP1,0.03209758,0.04293837,-0.0108407885,-0.4087556,0.42776272,-0.056283075,-0.6399508,24303
GSTA4,0.030704064,0.041252878,-0.010548813,-0.4143817,0.42670053,-0.07196433,-0.6474993,24304
ANXA8,0.0,0.0012243773,-0.0012243773,-1.1534015,0.0,-0.04531069,-1.8703349,24305
TMEM63B,0.015467055,0.02229461,-0.0068275556,-0.50041366,0.40959674,-0.064929105,-0.7688517,24306
SLC25A39,0.024935225,0.03413883,-0.0092036035,-0.43815318,0.42210114,-0.06797018,-0.6785043,24306
GABRB3,0.001996005,0.004297635,-0.00230163,-0.8223084,0.3171463,-0.029153008,-1.297781,24308
SASS6,0.0035711308,0.006559375,-0.0029882444,-0.7257158,0.35251254,-0.057665005,-1.1337118,24309
RHOB,0.22145298,0.2651544,-0.04370141,-0.25876284,0.45509583,-0.100151554,-0.6385218,24310
PRDM10,0.002669873,0.005263645,-0.0025937723,-0.7712724,0.33653075,-0.056442462,-1.2105299,24311
GRIA1,0.0017536709,0.0039467188,-0.002193048,-0.8451158,0.30764046,-0.023518676,-1.3369474,24312
ATL2,0.006514077,0.010656855,-0.004142778,-0.63351077,0.3793665,-0.079877295,-0.9810722,24313
SLC20A2,0.0056463797,0.009484174,-0.003837794,-0.65757245,0.37317732,-0.07673382,-1.0208753,24314
FOXJ2,0.006053373,0.010048653,-0.00399528,-0.6474852,0.37593853,-0.09258901,-1.0044249,24315
CDC42,0.11521471,0.14159687,-0.026382156,-0.29514956,0.4486352,-0.092659555,-0.564385,24316
RELA,0.011974979,0.017875215,-0.005900236,-0.5407609,0.4011692,-0.09431696,-0.83228046,24317
DLGAP1-AS2,0.0006435314,0.002247909,-0.0016043778,-0.98271227,0.22256422,-0.10519672,-1.5737674,24318
PTPRK,0.0368969,0.048853964,-0.011957064,-0.39562842,0.4302802,-0.06127471,-0.62580454,24319
CD28,0.0013609387,0.0033543168,-0.0019933782,-0.8830858,0.28862453,-0.01778262,-1.4020017,24320
VEZF1,0.027625037,0.037511945,-0.009886907,-0.42802835,0.4241068,-0.08501501,-0.6661778,24321
MED21,0.01653889,0.02370116,-0.007162269,-0.4940213,0.4110057,-0.08481225,-0.76029885,24322
NDUFA7,0.014899368,0.021625334,-0.006725966,-0.5089697,0.4079258,-0.06462041,-0.7830599,24323
NIPA1,0.0073928153,0.011863881,-0.0044710655,-0.6160992,0.38390878,-0.05141398,-0.9531271,24323
TIMM8A,0.002845827,0.0055323956,-0.0026865685,-0.7643182,0.3396695,-0.077984914,-1.1990633,24325
LINC01504,0.0027172477,0.005347752,-0.0026305043,-0.77201086,0.33691844,-0.029973375,-1.2121187,24326
SLC26A11,0.00748105,0.011990567,-0.0045095165,-0.6151496,0.38420278,-0.05523588,-0.9517668,24327
LINC01569,0.00092713506,0.0026962173,-0.0017690822,-0.9395918,0.25587764,-0.045128,-1.4993944,24328
PHIP,0.03532083,0.04695698,-0.011636149,-0.40094367,0.42928746,-0.08509805,-0.6325768,24328
BOD1L1,0.031561676,0.042364,-0.010802325,-0.41332293,0.42693797,-0.10517114,-0.647661,24330
FBXO30,0.036240082,0.04808291,-0.011842828,-0.39836454,0.42977703,-0.061961368,-0.6296967,24331
KRIT1,0.015130246,0.02193,-0.0067997538,-0.5074679,0.40826082,-0.10105845,-0.7810119,24332
TES,0.07808363,0.09820568,-0.020122051,-0.32704362,0.44292888,-0.051585965,-0.57048404,24333
ZNF595,0.009053017,0.014082416,-0.005029399,-0.58523905,0.39130524,-0.04543149,-0.90340996,24334
AAMP,0.01854328,0.026239688,-0.007696407,-0.47903752,0.41406995,-0.078350306,-0.73825526,24335
KMT2E,0.16508129,0.20007128,-0.034989983,-0.2758174,0.45208853,-0.0974213,-0.5990418,24336
MYOF,0.050896782,0.06578793,-0.014891144,-0.36394233,0.4361907,-0.092335835,-0.59356815,24337
FAM102B,0.043602604,0.057018254,-0.0134156495,-0.37937889,0.43333563,-0.058451965,-0.60890555,24337
ANO2,0.0017806173,0.004003218,-0.0022226006,-0.84745115,0.30786094,-0.0315555,-1.341282,24339
ABHD1,0.00021615965,0.0015794794,-0.0013633198,-1.0847473,0.120380275,-0.05626122,-1.7509395,24340
OXA1L,0.024542449,0.03376069,-0.00921824,-0.44455978,0.42094558,-0.08837178,-0.6898659,24341
TMPRSS2,0.00026526328,0.0016628653,-0.001397602,-1.0735419,0.13757545,-0.05258551,-1.7315447,24341
TNFRSF17,0.00010325754,0.0014061546,-0.001302897,-1.1249598,0.068409055,-0.023881357,-1.8210393,24343
TNFRSF21,0.0039517535,0.007141967,-0.0031902133,-0.7174378,0.3562153,-0.066234864,-1.1207914,24344
NDUFV2-AS1,0.0041466695,0.0074165664,-0.0032698968,-0.7095926,0.35860804,-0.052955795,-1.1076564,24345
IDO1,0.0008147995,0.002531044,-0.0017162445,-0.96028453,0.24352583,-0.028210873,-1.5352935,24346
TMEM138,0.010966616,0.016630549,-0.005663933,-0.5590622,0.39738193,-0.067600206,-0.86252016,24347
RHOBTB3,0.27784705,0.331136,-0.053288937,-0.25230002,0.4562476,-0.09617472,-0.70357335,24347
CFHR1,0.0006856862,0.0023314215,-0.0016457352,-0.9828018,0.22726598,-0.048392322,-1.574254,24350
SIAE,0.005385726,0.009155167,-0.003769441,-0.6692914,0.37038478,-0.054666746,-1.0408999,24350
TTC27,0.006797047,0.011079723,-0.004282676,-0.63158756,0.3802167,-0.056131843,-0.9788113,24350
CATSPER2,0.0014266322,0.0034715955,-0.0020449632,-0.8818342,0.2912547,-0.04382072,-1.400216,24352
MBD2,0.028089508,0.03815514,-0.01006563,-0.42870262,0.42402685,-0.085267246,-0.66878545,24353
JPH4,0.0,0.0012512192,-0.0012512192,-1.1707065,0.0,-0.044468313,-1.9009227,24354
LIAS,0.019430555,0.027401244,-0.007970689,-0.47522578,0.41490087,-0.054842103,-0.73375034,24355
NECTIN2,0.076098345,0.096030146,-0.0199318,-0.33173317,0.44210196,-0.049533367,-0.5771992,24356
SGSM3,0.0027316855,0.005390113,-0.0026584277,-0.7760141,0.33633992,-0.09301347,-1.2193679,24357
NBPF15,0.0085801715,0.013489869,-0.004909698,-0.59692127,0.38877004,-0.065274455,-0.92296094,24359
GNB2,0.049563322,0.06426927,-0.014705945,-0.3683127,0.43540537,-0.09844325,-0.59976333,24359
TNFAIP8L3,0.03240284,0.043489117,-0.011086278,-0.41348177,0.42696014,-0.030460922,-0.65020233,24359
TNFRSF1A,0.13176966,0.16138972,-0.029620066,-0.29053488,0.4494813,-0.10256882,-0.58208555,24361
PLEKHA1,0.0710654,0.0900767,-0.019011296,-0.33777517,0.44101074,-0.07595594,-0.5804695,24362
DNAJC7,0.026798056,0.036599193,-0.009801136,-0.43571755,0.4227006,-0.07500221,-0.67899054,24363
MPC1,0.05385218,0.0694847,-0.015632525,-0.36176142,0.43662673,-0.10594604,-0.5956477,24365
TMEM256,0.046249155,0.060279157,-0.014030002,-0.37510797,0.43414894,-0.1061012,-0.60630447,24365
MTCH1,0.21680999,0.2607927,-0.043982714,-0.26535466,0.4539547,-0.10815264,-0.65233326,24365
ZNF736,0.008631792,0.013567685,-0.004935893,-0.5968955,0.38882858,-0.04837585,-0.9231245,24367
CENPL,0.019364625,0.027348053,-0.0079834275,-0.47718433,0.41454753,-0.06963034,-0.73728955,24367
HNRNPR,0.033930525,0.045377064,-0.011446539,-0.40892318,0.42783454,-0.09300032,-0.6450717,24369
HOTAIR,4.0411644e-05,0.0013182113,-0.0012777997,-1.1558577,0.02974454,-0.17603314,-1.8750716,24369
TRAT1,0.0006224084,0.002241305,-0.0016188966,-0.9984379,0.21734303,-0.017104482,-1.6014848,24371
PIGT,0.05824527,0.07486902,-0.01662375,-0.356811,0.43755835,-0.11784302,-0.59485686,24371
ATP8B2,0.06835966,0.086932436,-0.018572778,-0.34229863,0.4402005,-0.060357302,-0.58491486,24373
SERTAD2,0.030134097,0.040734872,-0.0106007755,-0.4227579,0.42520863,-0.10072886,-0.6626153,24373
DHRS12,0.010174161,0.0156217525,-0.0054475917,-0.5729059,0.39440975,-0.09278416,-0.88509494,24375
CEBPE,9.0444686e-05,0.0014023357,-0.001311891,-1.1395211,0.06058803,-0.024976814,-1.8466691,24376
PTPN20,0.0021611478,0.0045807986,-0.0024196508,-0.8200232,0.32055244,-0.03339715,-1.2947103,24377
HSPA5,0.15963438,0.19428378,-0.034649402,-0.28179148,0.45104885,-0.13140865,-0.60681367,24378
HS2ST1,0.013305377,0.01967266,-0.006367283,-0.53116655,0.40346178,-0.0624574,-0.81916195,24380
PIGR,0.0,0.001260931,-0.001260931,-1.176917,0.0,-0.020003624,-1.9119006,24380
ZNF507,0.0034282783,0.0064046225,-0.0029763442,-0.7416804,0.34865376,-0.07821889,-1.1616381,24380
TBC1D17,0.02327659,0.032270525,-0.008993935,-0.4546788,0.4190423,-0.07027789,-0.7058396,24382
STK3,0.06439018,0.082279965,-0.017889783,-0.3488954,0.43901354,-0.06980348,-0.59105134,24382
ZNF726,0.0005390307,0.0021152992,-0.0015762686,-1.0173486,0.20307593,-0.03662729,-1.6343375,24384
SMIM26,0.09979938,0.12425956,-0.024460182,-0.31343397,0.44541574,-0.111353576,-0.5811633,24385
ACAD8,0.0058534937,0.009829953,-0.0039764596,-0.6601155,0.37322748,-0.058276422,-1.0264437,24386
ZNF318,0.00404412,0.0073039634,-0.0032598432,-0.7191974,0.3563703,-0.049914032,-1.1244347,24387
VAMP7,0.012846973,0.019099427,-0.0062524546,-0.5375837,0.4021415,-0.084471546,-0.8295104,24387
NAV2-AS3,0.00035501528,0.001828652,-0.0014736367,-1.0618056,0.16257748,-0.033198252,-1.7115511,24389
PHF8,0.010863668,0.01654335,-0.005679681,-0.56437397,0.39638272,-0.05618333,-0.8719689,24390
GCA,0.014344215,0.021031944,-0.0066877287,-0.5219019,0.40547687,-0.04653347,-0.8054539,24391
BEND7,0.010581205,0.016183315,-0.00560211,-0.5692231,0.39534444,-0.047299653,-0.87986207,24392
APTR,0.009422114,0.0146525465,-0.0052304324,-0.5867494,0.39137056,-0.06994337,-0.90766275,24392
BPNT1,0.009811729,0.015173482,-0.0053617526,-0.58103305,0.39270145,-0.042116005,-0.8986758,24394
NNT-AS1,0.00886833,0.013901567,-0.005033237,-0.5945862,0.38947603,-0.076570936,-0.9198468,24395
DDR2,0.6582644,0.7701046,-0.11184019,-0.22606942,0.46085036,-0.08504253,-1.1240805,24395
NR0B1,0.00030069108,0.0017414873,-0.0014407962,-1.0756803,0.1472403,-0.031704802,-1.7356423,24397
GYPC,0.19892457,0.24043931,-0.04151474,-0.2722048,0.45275584,-0.100936376,-0.64469135,24398
DTNBP1,0.012183864,0.018250436,-0.006066572,-0.5461179,0.4003333,-0.07859468,-0.8430086,24398
PLEK2,6.216486e-05,0.0013705348,-0.0013083699,-1.1582049,0.043389983,-0.033523683,-1.8794351,24400
TRMT6,0.008367921,0.013243671,-0.0048757493,-0.60452014,0.38719594,-0.059494752,-0.93602806,24401
TRAPPC6B,0.007452192,0.012011856,-0.004559664,-0.6224294,0.38286954,-0.08807121,-0.9649438,24401
OGT,0.027950302,0.03812381,-0.010173507,-0.43446836,0.42301443,-0.09145949,-0.67976505,24403
FANCL,0.011392429,0.017243205,-0.005850776,-0.55790025,0.39784098,-0.05332362,-0.86196953,24404
MIR133A1HG,0.00025587174,0.0016726936,-0.001416822,-1.0896055,0.13267459,-0.028790388,-1.7598928,24405
TCAF2,0.0050570085,0.008755844,-0.0036988356,-0.6876613,0.36610886,-0.034762576,-1.0725803,24406
GBA,0.0060126833,0.01007331,-0.0040606265,-0.65904796,0.37378374,-0.10217632,-1.0252407,24406
LINC01515,0.00045094587,0.0019902352,-0.0015392893,-1.0432652,0.18472439,-0.044598367,-1.6795319,24408
MSN,0.2095051,0.25318092,-0.043675825,-0.27200052,0.45280188,-0.09005933,-0.6615528,24409
THUMPD3-AS1,0.03867305,0.0513324,-0.012659349,-0.39954507,0.42967454,-0.09336601,-0.638275,24410
THYN1,0.027663253,0.037802037,-0.010138784,-0.4369299,0.4225637,-0.07586056,-0.6838089,24411
SPIN3,0.0033928913,0.006381268,-0.002988377,-0.7486979,0.34712866,-0.067355596,-1.1740512,24412
RPL12,0.6840341,0.8011407,-0.11710662,-0.22767958,0.46057478,-0.27742785,-1.1688706,24412
SCAP,0.005552144,0.009440117,-0.0038879728,-0.6720989,0.37033397,-0.085329875,-1.0467721,24414
PI4KB,0.013041916,0.019399207,-0.006357291,-0.53877324,0.402018,-0.09063049,-0.83243364,24415
MRPL37,0.010880284,0.016616557,-0.005736273,-0.56836265,0.3956921,-0.08460236,-0.8794209,24416
GALNTL6,0.00032060195,0.0017872297,-0.0014666277,-1.0776361,0.1521003,-0.04151275,-1.7392809,24416
GATB,0.0041388343,0.0074611777,-0.0033223433,-0.7194172,0.35679567,-0.059864804,-1.1253186,24418
SMURF2,0.058660302,0.07559495,-0.016934644,-0.360478,0.43693116,-0.081275724,-0.60377055,24419
CCK,4.831019e-05,0.0013593015,-0.0013109914,-1.1702942,0.034320656,-0.03682451,-1.900675,24419
TYW1B,0.0027864098,0.0055155884,-0.0027291786,-0.783065,0.33563116,-0.06481599,-1.2323074,24421
DHX16,0.0023998884,0.004952586,-0.0025526974,-0.80802906,0.3264055,-0.10774256,-1.2747182,24423
LINC00844,0.009016444,0.014135187,-0.0051187426,-0.595536,0.38945177,-0.04256612,-0.9221952,24423
ZBTB4,0.02201701,0.030787146,-0.008770136,-0.46574306,0.41695598,-0.07003914,-0.7234764,24423
ZCCHC24,0.19544537,0.23681858,-0.04137321,-0.27573326,0.45214358,-0.08884413,-0.64975685,24426
YBX1,0.20934057,0.25313532,-0.04379475,-0.27286968,0.45265186,-0.16876306,-0.66402596,24426
MACF1,0.02883522,0.039295316,-0.0104600955,-0.43359566,0.42323488,-0.11985689,-0.68051684,24426
KLHDC1,0.011117462,0.016916607,-0.0057991445,-0.5642098,0.39656967,-0.055196624,-0.87263274,24428
ZBTB48,0.003636537,0.006746879,-0.003110342,-0.7405676,0.35022545,-0.06845162,-1.1607527,24428
LSS,0.0064819176,0.010750779,-0.0042688614,-0.6512764,0.3761406,-0.09806548,-1.0132593,24430
FTX,0.04334069,0.05710118,-0.0137604885,-0.38993624,0.43150023,-0.06709018,-0.63018364,24432
ZXDA,0.0032383415,0.0061744894,-0.0029361479,-0.75937635,0.3440348,-0.058463924,-1.1923779,24432
AVIL,0.003691665,0.0068251328,-0.0031334679,-0.7380152,0.35102552,-0.066542834,-1.156457,24432
BRAF,0.013578711,0.020114109,-0.006535398,-0.5343442,0.40301496,-0.095324524,-0.8260789,24432
DAGLA,0.005375766,0.009210046,-0.0038342802,-0.67931885,0.3685613,-0.03595738,-1.0590168,24435
RANBP3,0.002758475,0.0054862956,-0.0027278205,-0.7872473,0.33457264,-0.09971797,-1.2396374,24435
FHIT,0.0040281406,0.007313352,-0.0032852115,-0.7254053,0.35516843,-0.056604408,-1.135533,24437
RPS7,0.35367757,0.42103276,-0.067355186,-0.25084686,0.4565288,-0.27286536,-0.8131053,24438
ZDHHC1,0.008170961,0.013033595,-0.0048626335,-0.6137398,0.38533983,-0.078342676,-0.95210594,24438
ST3GAL4,0.17465328,0.21269968,-0.038046405,-0.28285432,0.45088926,-0.079243094,-0.6357472,24440
SPART,0.1130547,0.14037353,-0.027318828,-0.30978605,0.44610146,-0.10260536,-0.59753865,24441
TMEM43,0.13447975,0.16549888,-0.031019136,-0.29743528,0.44829777,-0.08828733,-0.60534525,24442
RBP1,0.038207322,0.05085519,-0.012647867,-0.40336525,0.42899445,-0.047175035,-0.64488876,24443
LINC01560,0.00105058,0.0029491312,-0.0018985512,-0.9455033,0.2626639,-0.0659608,-1.5108019,24443
AMIGO1,0.0014355268,0.0035513528,-0.0021158261,-0.9020616,0.2878607,-0.053238973,-1.436284,24445
C2CD5,0.0017032784,0.0039493777,-0.0022460993,-0.8725371,0.3013235,-0.07704342,-1.3855003,24445
ZNF644,0.022799931,0.031820007,-0.009020075,-0.46361807,0.41742873,-0.0980274,-0.72173816,24447
SHISA4,0.0266031,0.036568433,-0.009965332,-0.4446905,0.42112482,-0.06455163,-0.69604826,24447
NCOA4,0.043083232,0.056825012,-0.01374178,-0.39146373,0.43122798,-0.062566146,-0.6327156,24449
CEP85L,0.031537227,0.04266571,-0.0111284815,-0.4244095,0.42501318,-0.06256089,-0.6697191,24450
MXRA7,0.19728047,0.2393875,-0.04210703,-0.2778193,0.45178598,-0.106218055,-0.6592655,24451
INTS6-AS1,0.0013119978,0.0033567473,-0.0020447494,-0.9141115,0.28101715,-0.05914803,-1.4568677,24451
DCLRE1C,0.0033616878,0.006361906,-0.0030002182,-0.7551928,0.3457248,-0.06401769,-1.1855456,24453
AFF2,0.012757509,0.019073244,-0.006315735,-0.54505455,0.4007919,-0.036472946,-0.84312755,24454
KCNJ8,0.015229367,0.022272352,-0.0070429854,-0.52001035,0.40609783,-0.04339646,-0.80496454,24455
ANAPC1,0.002281295,0.0048082774,-0.0025269825,-0.8238451,0.3217817,-0.08338658,-1.3022739,24455
TRMT1L,0.013143303,0.019594526,-0.006451223,-0.54214185,0.40147144,-0.05051999,-0.8390947,24457
ETNK2,0.006636978,0.01098452,-0.0043475423,-0.65009844,0.37664092,-0.059440922,-1.0118186,24458
FAM189B,0.0054405075,0.009319107,-0.0038785995,-0.6800719,0.36860767,-0.054831684,-1.0606916,24459
C14orf28,0.0054852557,0.009381476,-0.0038962201,-0.6787761,0.36896175,-0.07494662,-1.0585576,24460
GJD3,0.0,0.0012972328,-0.0012972328,-1.199897,0.0,-0.108411185,-1.9525248,24461
EIF5A,0.07612743,0.09673922,-0.020611785,-0.3416935,0.44038242,-0.12339179,-0.6000999,24462
IRAK2,0.0035684968,0.0066743125,-0.0031058157,-0.7483181,0.3483904,-0.060334828,-1.1743203,24462
B3GALNT2,0.016280787,0.023626467,-0.00734568,-0.5110407,0.4079656,-0.06397236,-0.7916329,24465
DHRS3,0.13666537,0.16821872,-0.031553343,-0.2977234,0.44825357,-0.07457116,-0.61010766,24465
AC009228.1,0.00020771475,0.0016297478,-0.0014220331,-1.1226447,0.113044284,-0.05427023,-1.817925,24465
SLC25A23,0.015615715,0.02279283,-0.0071771145,-0.51797855,0.40656877,-0.053517368,-0.8024671,24467
NUDT12,0.0076568793,0.012346673,-0.0046897936,-0.6245613,0.38277596,-0.043794893,-0.96972275,24468
SYNJ2BP,0.013881133,0.020562816,-0.0066816835,-0.5350612,0.40300643,-0.07123685,-0.828503,24469
LINC02352,0.0006951973,0.0024076253,-0.0017124279,-1.0073136,0.22405311,-0.05898251,-1.6178089,24470
DNAAF1,0.0,0.0013010486,-0.0013010486,-1.2022913,0.0,-0.025795205,-1.9567575,24470
METTL15,0.0092802495,0.014555379,-0.0052751293,-0.5975383,0.38934356,-0.06390082,-0.92695576,24472
JMJD1C,0.25530648,0.3078889,-0.052582413,-0.2692181,0.45331782,-0.11417107,-0.72763836,24473
HSP90AB1,0.5872038,0.6924599,-0.10525608,-0.2374963,0.45887354,-0.19848526,-1.0916737,24473
DOK4,0.009988618,0.015501553,-0.005512935,-0.58659184,0.3918615,-0.061434444,-0.9096373,24475
RANGAP1,0.01295654,0.019368585,-0.006412045,-0.5454044,0.40081948,-0.06300507,-0.84450895,24476
LAMA3,0.0050427034,0.008790423,-0.0037477198,-0.69617707,0.36453822,-0.028854068,-1.0879167,24477
ATG16L2,0.0042592036,0.0076757874,-0.0034165839,-0.7221503,0.3568669,-0.06343891,-1.1308666,24478
DAB2IP,0.007400752,0.012028728,-0.0046279756,-0.6331058,0.38090324,-0.08246208,-0.98422754,24479
CLIP1,0.019238103,0.027410766,-0.008172663,-0.48936367,0.41240236,-0.10770606,-0.7601747,24480
C1GALT1,0.014490493,0.021377854,-0.0068873614,-0.5306887,0.4039911,-0.07665042,-0.82246727,24481
SEMA5B,0.0003392565,0.0018484541,-0.0015091976,-1.0887469,0.15507369,-0.019049961,-1.759122,24482
EZR,0.059376515,0.07669926,-0.017322741,-0.36391345,0.43634894,-0.05472555,-0.61289287,24482
LINC01006,0.0035898807,0.0067203688,-0.003130488,-0.7502131,0.3481856,-0.052738618,-1.1778431,24484
MKRN3,5.883435e-05,0.0014073699,-0.0013485355,-1.1849809,0.040126953,-0.063066706,-1.9267526,24485
AKAP13,0.2048455,0.24887908,-0.044033572,-0.27966815,0.45147544,-0.10607257,-0.6778617,24486
NECTIN4,0.0001089741,0.0014871459,-0.0013781718,-1.1652654,0.068274334,-0.042839576,-1.892384,24487
SNAI2,0.5928716,0.6999317,-0.107060075,-0.23912284,0.45859382,-0.068619035,-1.1089032,24487
CAMK2G,0.007925038,0.012736753,-0.0048117144,-0.6221107,0.38356006,-0.1003096,-0.96639293,24489
XAB2,0.023447804,0.03274128,-0.009293474,-0.46480972,0.41730177,-0.05836027,-0.72600824,24490
HAAO,0.024895111,0.034572028,-0.0096769165,-0.4580634,0.41863644,-0.046700295,-0.7172224,24491
FAM107B,0.06879502,0.08822683,-0.019431815,-0.35435355,0.43812385,-0.08207358,-0.61291873,24492
KIF1B,0.056855287,0.0736956,-0.016840313,-0.36857456,0.43550286,-0.09689923,-0.61723006,24492
CHMP4A,0.047532976,0.062420405,-0.01488743,-0.38598186,0.43230116,-0.086509146,-0.63222253,24494
TUBB2B,0.044743866,0.059046026,-0.014302161,-0.39249054,0.4311004,-0.06979747,-0.6389831,24495
BTG3,0.121358104,0.1507843,-0.029426195,-0.31091294,0.44593602,-0.11428102,-0.61630845,24496
UNK,0.022625884,0.031710546,-0.009084662,-0.46938744,0.4164036,-0.0700411,-0.73237926,24497
TRPV1,0.0035247265,0.006643984,-0.0031192575,-0.75649416,0.34662467,-0.040812925,-1.1887782,24498
MPHOSPH6,0.009447283,0.014819915,-0.0053726323,-0.5986139,0.38930255,-0.06563569,-0.9296206,24499
ITSN2,0.017504899,0.025256487,-0.007751588,-0.50476664,0.4093623,-0.084277004,-0.78385496,24500
PHOSPHO2,0.00092181633,0.0027872804,-0.001865464,-0.97869176,0.24852847,-0.07798699,-1.5687909,24501
GTF3C5,0.011014122,0.016890574,-0.0058764527,-0.57446855,0.3947049,-0.081340134,-0.89125496,24502
PLEKHB2,0.026083944,0.036091376,-0.010007432,-0.45364586,0.4195225,-0.084894605,-0.71210223,24503
A4GALT,0.09259372,0.11668882,-0.024095096,-0.33049357,0.44243404,-0.08114666,-0.6081974,24503
PIWIL2,0.00048179683,0.0020960348,-0.001614238,-1.063074,0.18689996,-0.07354548,-1.7148976,24505
FST,0.3067771,0.36877528,-0.06199819,-0.26476297,0.45411298,-0.061777454,-0.7948454,24506
NPM1,0.40605125,0.4844956,-0.07844436,-0.2542478,0.4559572,-0.1785288,-0.9074353,24507
B3GNT2,0.015834523,0.023172822,-0.0073382985,-0.521963,0.405937,-0.06802041,-0.810745,24509
TOMM20,0.062908426,0.08118116,-0.018272735,-0.36280158,0.43659246,-0.11102414,-0.6185111,24509
CYP4V2,0.007500177,0.012203957,-0.00470378,-0.63540566,0.38063973,-0.057311326,-0.9888683,24509
LINC01273,0.00023364942,0.0017038527,-0.0014702033,-1.1320841,0.120593056,-0.075236306,-1.8348771,24511
FAM102A,0.030297143,0.041355636,-0.011058493,-0.4365229,0.4228328,-0.084481426,-0.6904229,24512
VPS25,0.023039341,0.032282762,-0.009243421,-0.4693778,0.41645816,-0.0894275,-0.73362726,24512
PRTFDC1,0.02245922,0.031571727,-0.009112507,-0.47346506,0.41567326,-0.066526674,-0.73975813,24514
RNF41,0.0036713765,0.006863391,-0.0031920145,-0.7513038,0.34850094,-0.11599557,-1.1802478,24515
ZMYM6,0.008573719,0.013671486,-0.0050977664,-0.61586356,0.3854187,-0.062423512,-0.9577072,24515
TWIST2,0.62909144,0.74375457,-0.114663124,-0.24120383,0.4582389,-0.09439126,-1.1731383,24517
TSKS,0.0014175912,0.0035746002,-0.002157009,-0.9200752,0.28396165,-0.05244318,-1.4682298,24518
AADAT,0.011834017,0.018009752,-0.006175735,-0.566767,0.3965322,-0.04215535,-0.8801218,24519
SDR42E1,4.8092716e-05,0.0014113884,-0.0013632957,-1.2020977,0.032951906,-0.037049077,-1.9569136,24520
METTL25,0.002602085,0.0053337775,-0.0027316925,-0.81423396,0.32788932,-0.086501434,-1.2870355,24521
KIF13A,0.013381987,0.020026533,-0.006644546,-0.54794794,0.40055612,-0.06491328,-0.850826,24522
COX6B1,0.15113935,0.18623476,-0.03509541,-0.299455,0.4479874,-0.15151118,-0.6413708,24523
MORC3,0.008213939,0.013188876,-0.004974937,-0.6228704,0.38377842,-0.11752666,-0.96902686,24524
WDR76,0.010090236,0.015730144,-0.005639909,-0.59315985,0.3907857,-0.039682887,-0.9221773,24525
LRP5,0.01148458,0.017561505,-0.0060769245,-0.5721663,0.39539164,-0.057956446,-0.88881147,24526
CMBL,0.053887486,0.070325874,-0.016438387,-0.37794828,0.43383002,-0.08078007,-0.6304803,24527
EML2,0.0011651437,0.003187432,-0.0020222883,-0.95160294,0.26769057,-0.075133584,-1.5224941,24528
EFHC1,0.007925794,0.012810614,-0.0048848195,-0.629725,0.38221633,-0.06392195,-0.98034006,24528
MYO15B,0.0033996638,0.006498701,-0.003099037,-0.7692475,0.3434571,-0.065117285,-1.2110018,24530
