source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,condition
Pericyte_SMC,Pericyte_SMC,NID1,ITGB1,0.9918316,0.0,0.5793514,0.4474868306239539,0.9960373091576609,0.11904407,0.9107857,0.07762764502292402,0.4407640039290609,Keloid
Keratinocyte,Fibroblast,LUM,ITGB1,0.95881516,0.0,0.58034176,0.06564081628730489,-0.37195165354380577,0.02131444,0.910855,1.0,0.44188220720159754,Keloid
Pericyte_SMC,Fibroblast,POSTN,PTK7,0.5497338,1.0,0.25002408,0.13532167477979334,0.05281290219567014,0.06375649,0.8702408,1.0,0.4423357396919987,Keloid
Myeloid,Endothelial,VCAN,ITGB1,0.6400472,1.0,0.28029555,-0.06883298139735267,-0.3104041341191792,0.019894915,0.87655824,1.0,0.4431874373694385,Keloid
Keratinocyte,T_cell,LUM,ITGB1,0.5463014,1.0,0.2696437,-0.2594490359976305,-0.8997362406687671,0.00990331,0.8744468,1.0,0.4483207429701561,Keloid
Pericyte_SMC,T_cell,FBN1,ITGB1,0.55501574,1.0,0.2821228,-0.07660379242280348,-0.11123217384631257,0.024170538,0.8769094,1.0,0.4483207429701561,Keloid
Keratinocyte,Pericyte_SMC,FN1,CD44,0.5433698,1.0,0.2642339,-0.15763270510984947,-0.705644872922933,0.0127757685,0.87333006,1.0,0.45176507653468023,Keloid
Pericyte_SMC,Fibroblast,CXCL12,ITGB1,0.9554996,0.0,0.57012296,0.2853142991186237,0.470118592542916,0.06365266,0.91013116,0.26988235946595096,0.451993872289841,Keloid
Pericyte_SMC,Keratinocyte,FN1,ITGA2,0.72636133,0.0,0.28298834,0.30557983566497193,0.4115340579862145,0.110688396,0.87707454,0.1757132653197765,0.4526288315746221,Keloid
Pericyte_SMC,T_cell,CXCL12,ITGB1,0.5429859,1.0,0.26489574,-0.039775553166311636,-0.057665994582045355,0.02957488,0.87346834,1.0,0.45522685375028715,Keloid
T_cell,T_cell,TGFB1,ITGB1,0.5567156,0.96,0.284557,0.08116436687135727,0.3197036871575403,0.045346852,0.87737226,1.0,0.45870627051050694,Keloid
T_cell,Fibroblast,TGFB1,CAV1,0.55852735,0.98,0.28599706,0.08193230558225643,0.06960544899802468,0.045362733,0.8776435,1.0,0.4630803767708102,Keloid
Fibroblast,Myeloid,VCAN,ITGB1,0.94639796,0.0,0.7691272,0.33067851461904874,0.5769506366477585,0.054591376,0.9216471,0.4171722423113808,0.46789252033015927,Keloid
Fibroblast,Myeloid,HSPG2,ITGB1,0.53858477,1.0,0.28736058,-0.030016987952151436,-0.23263332079935217,0.028569967,0.8778987,1.0,0.4683660253590796,Keloid
